timestamp,blockReward
1675386095,0.066846946149732503
1675386107,0.068299526705417056
1675386119,0.05613792727720502
1675386131,0.165023663397901975
1675386143,0.028460444484283228
1675386155,0.009050833509334328
1675386167,0.093733887993742427
1675386179,0.144732268282010544
1675386191,0.053054599383585706
1675386203,0.028888608944904011
1675386215,0.04157080421745032
1675386227,0.094024243861595084
1675386239,0.10170264520656691
1675386251,0.057998418753513913
1675386263,0.040271093586057987
1675386275,0.07204578705004998
1675386287,0.071142417416914335
1675386299,0.041950812684300313
1675386311,0.109797613013603853
1675386323,0.228508847291943348
1675386335,0.075141595523530273
1675386347,0.094178874520447749
1675386359,0.098404996411759863
1675386371,0.077115474939196161
1675386383,0.067215331419127533
1675386395,0.068127602349462314
1675386407,0.05067813498422875
1675386419,0.047536039253469243
1675386431,0.020904699214425494
1675386443,0.025783848192501274
1675386455,0.019437777323047949
1675386467,0.041829371940868103
1675386479,0.157717597433413286
1675386491,0.047635116469472726
1675386503,0.068765883180703555
1675386515,0.092167554894729552
1675386527,0.074461329887722594
1675386539,0.0614001461968261
1675386551,0.042413743620025696
1675386563,0.078216476726288406
1675386575,0.063926659637243868
1675386587,0.17598117010665558
1675386599,0.039586957016078469
1675386611,0.024669986212708721
1675386623,0.021745385259140605
1675386635,0.03660041134820828
1675386647,0.03514562874490851
1675386659,0.037662453835600308
1675386671,0.05334174400569249
1675386683,0.05148481834536561
1675386695,0.055267045707599179
1675386707,0.025175067385754786
1675386719,0.039144785309975706
1675386731,0.043632764586385599
1675386743,0.04373913294600731
1675386755,0.023015656548511356
1675386767,0.066155086719866275
1675386779,0.03074940163125024
1675386791,0.00178599473320249
1675386803,0.113020504841270902
1675386815,0.049896468969241878
1675386827,0.033657309381063166
1675386839,0.044570176823857859
1675386851,0.114476816363263597
1675386863,0.037699786280817793
1675386875,0.043968640562249918
1675386887,0.026105773953557391
1675386899,0.040994599200475505
1675386911,0.094924041772143114
1675386923,0.02793070057138742
1675386935,0.052600872367266133
1675386947,0.060288448248937295
1675386959,0.042721073887096602
1675386971,0.119291850757833707
