timestamp,blockReward
1675374023,0.069216463796512736
1675374035,0.060398522394090571
1675374047,0.052896411680576577
1675374059,0.085909128701638742
1675374071,0.059753951650381917
1675374083,0.032302221334168543
1675374095,0.026951831751137716
1675374107,0.082038559439067723
1675374119,0.053243402229334132
1675374131,0.037652446856796069
1675374143,0.063140434208851863
1675374155,0.023954358165236151
1675374167,0.030109568939961651
1675374179,0.114061407164709093
1675374191,0.044551513096446975
1675374203,0.041203402157791221
1675374215,0.048139574244703991
1675374227,0.037424213761049423
1675374239,0.097344498666080564
1675374251,0.029002280459618428
1675374263,0.049637364698013626
1675374275,0.03122906485379025
1675374287,0.061426540659074803
1675374299,0.066718338543440831
1675374311,0.035483927601791721
1675374323,0.019017819228100956
1675374335,0.025038782312998117
1675374347,0.15443370732286504
1675374359,0.031119263637770901
1675374371,0.133367433930430231
1675374383,0.019600158512104549
1675374395,0.04417882300186301
1675374407,0.021135456596236539
1675374419,0.033358793108906951
1675374431,0.223925557458312613
1675374443,0.038046996812071237
1675374455,0.030777903942911084
1675374467,0.036893264775148111
1675374479,0.031745946418825607
1675374491,0.068090805745114085
1675374503,0.087762737757469584
1675374515,0.040003260111894835
1675374527,0.023332568317398447
1675374539,0.036126078085733128
1675374551,0.046631633031794856
1675374563,0.072241233959580104
1675374575,0.046390220100857116
1675374587,0.022448393590455547
1675374599,0.028063005089228732
1675374611,0.032086740207494388
1675374623,0.063540525216178837
1675374635,0.044173408573886375
1675374647,0.023220042474402269
1675374659,0.043403136896948419
1675374671,0.041096628628710603
1675374683,0.031889107312366035
1675374695,0.053422111021224428
1675374707,0.022488476095461547
1675374719,0.033868416624295917
1675374731,0.072673976753456579
1675374743,0.019958533447624471
1675374755,0.028468355235859097
1675374767,0.037912000133546389
1675374779,0.034901498163553206
1675374791,0.062799912520895266
1675374803,0.031128094266902063
1675374815,0.094388331060780413
1675374827,0.051947263817014388
1675374839,0.038900276792470735
1675374851,0.052217002794286863
1675374863,0.171284744426583671
1675374875,0.495134560845705405
1675374887,0.215419299216807254
1675374899,0.049055665053223063
1675374911,0.113255624771659857
1675374923,0.10576679040909341
1675374935,0.045103760808062386
1675374947,0.202955723945641317
1675374959,0.00417772830154094
1675374971,0.0736845412543249
1675374983,0.05250095179482819
1675374995,0.097106680365355427
1675375007,0.028532422375294296
1675375019,0.124241829341011842
1675375031,0.049242083461340969
1675375043,0.040164413054787615
1675375055,0.051545314047644765
1675375067,0.035050309865419372
1675375079,0.030248345856707716
1675375091,0.240493753392617976
1675375103,0.032600946697470219
1675375115,0.036890399331118185
1675375127,0.034028500468927139
1675375139,0.033242805465133955
1675375151,0.274879713921268995
1675375163,0.622841881351940211
1675375175,1.993165730497412817
1675375187,0.975021944857743414
1675375199,0.241628910666364199
1675375211,0.11176873370416787
1675375223,0.091197795129769855
1675375235,1.574758749523142998
1675375247,1.083371431708300459
1675375259,0.873228024037793572
1675375271,0.064780666765664278
1675375283,0.040653630037042156
1675375295,0.345085313848670766
1675375307,0.03682083886903316
1675375319,0.094200050497851028
1675375331,0.035646440542245756
1675375343,0.0237371782337318
1675375355,0.099373039728097582
1675375367,0.028839453551672661
1675375379,0.064418132531308741
1675375391,0.110718422549451334
1675375403,0.1718635239810541
1675375415,0.097171713045427189
1675375427,0.147619615250087773
1675375439,0.239996305128973635
1675375451,0.010937022200002287
1675375463,0.149675682939291999
1675375475,0.040003581501312449
1675375487,0.131086077392511359
1675375499,0.079242729900333764
1675375511,0.03688469850281559
1675375523,0.042549528468159932
1675375535,0.747123943330189661
1675375547,0.229561176804778533
1675375559,0.134967599053259614
1675375571,0.051860658158257076
1675375583,0.18068893094387968
1675375595,0.012951567329472007
1675375607,0.065099420178427043
1675375619,0.025086707508790768
1675375631,0.043406079399424638
1675375643,0.072330807401123553
1675375655,0.079652691197414072
1675375667,0.321474724806113611
1675375679,0.029810515374729227
1675375691,0.040488059141685497
1675375703,0.053337536313636966
1675375715,0.054487674797428195
1675375727,0.027482072250995032
1675375739,0.077890792231862212
1675375751,0.027995592092515393
1675375763,0.022332852737759532
1675375775,0.042357136106312011
1675375787,0.071769282761524778
1675375799,0.039591435405391737
1675375811,0.03897968110759142
1675375823,0.037104963969585399
1675375835,0.043433052174797667
1675375847,0.064373260742922532
1675375859,0.021274107663896829
1675375871,0.057953016920153027
1675375883,0.110855057367769661
1675375895,0.007254249649623286
1675375907,0.092544283036964653
1675375919,0.103364970547425916
1675375931,0.047194392599418406
1675375943,0.07312015833176905
1675375955,0.022313129935006269
1675375967,0.040396624419118609
1675375979,0.038301439075440051
1675375991,0.059829323343186894
1675376003,0.085062710086318814
1675376015,0.022926485946784162
1675376027,0.043443975544063068
1675376039,0.03566077357108725
1675376051,0.035690568734445454
1675376063,0.114733049813408534
1675376075,0.068844279312063286
1675376087,0.163483224035877077
1675376099,0.024079868243245057
1675376111,0.046264073906292795
1675376123,0.035375066824096036
1675376135,0.026579014716603389
1675376147,0.075971797050630018
1675376159,0.032351636996122002
1675376171,0.056872849369556422
1675376183,0.021980567146747948
1675376195,0.059395006713687668
1675376207,0.055604143407398268
1675376219,0.362188395945946419
1675376231,0.131666223868640406
1675376243,0.094635220238337308
1675376255,0.038741112856677848
1675376267,0.080550354052232668
1675376279,0.0719617416164072
1675376291,0.353996882437175811
1675376303,0.036014051080358219
1675376315,0.05488111913951578
1675376327,0.042080335007188228
1675376339,0.093848204437593049
1675376351,0.06197942323298991
1675376363,0.12160412391474223
1675376375,0.289009410233457964
1675376387,0.050856132710425446
1675376399,0.103485299783107
1675376411,0.05362963672523531
1675376423,0.686009748508938835
1675376435,0.053044931218421027
1675376447,0.076358243177204123
1675376459,0.03854391620943881
1675376471,0.061350820077117539
1675376483,0.02470440702653317
1675376495,0.188692567524044143
1675376507,0.143461973350258689
1675376519,0.065255362095815811
1675376531,0.038082558943995774
1675376543,0.093647817664115917
1675376555,0.038022026604230044
1675376567,0.073768887280130247
1675376579,0.073789263812763321
1675376591,0.02135288094627794
1675376603,0.058940797540619296
1675376615,0.02999123066286829
1675376627,0.018179867862447607
1675376639,0.210545312885079629
1675376651,0.037551140912161825
1675376663,0.16062436581687368
1675376675,0.254396716797238319
1675376687,0.093246174418127962
1675376699,0.019421296853812029
1675376711,0.069441488358896828
1675376723,0.025930327594383194
1675376735,0.041775985571846395
1675376747,0.020076657543549094
1675376759,0.005556065089784461
1675376771,0.060718658910112237
1675376795,0.045995624308177371
1675376807,0.393873788181346665
1675376819,0.0341120128943649
1675376831,0.126580470214434822
1675376843,0.099129838775790801
1675376855,0.020949106424361292
1675376867,0.034285491461069674
1675376879,0.046895046537669734
1675376891,0.121953793574652809
1675376903,0.133930482859187801
1675376915,0.154912674680669974
